"Numbering","Source","HusbandName","HusbandTribe","HusbandSubtribe1","HusbandSubtribe2","HusbandSubtribe3","HusbandSubtribe4","nonQurayshAffilation","HusbandGeneration","WifeName","WifeTribe","WifeSubtribe1","WifeSubtribe2","WifeSubtribe3","WifeSubtribe4","nonQurayshGeneology","WifeGeneration","Sons","Daughters","Geography","Notes1","Notes2","Notes3","Notes4","H Lat","H Lng","W Lat","W Lng"
109,"NQ21","عوف بن عبيد بن عويج بن عدى بن كعب","Quraysh","Adi b. Ka'b",,,,,1,"ميمة بنت مالك بن غنم بن حنش بن عادية بن صعصعة بن كعب بن لحيان بن هذيل","Hudhayl",,,,,,,,,,,"Matriline",,,,,,
110,"NQ21","مالك بن غنم بن حنش بن عادية بن صعصعة بن كعب بن طاخة بن لحيان بن هذيل","Hudhayl","Lihyan",,,,,,"قلابة بنت الحارث/ابو قلابة بن صعصعة بن كعب بن طابخة بن لحيان بن هذيل","Hudhayl",,,,,,,,1,,"Slight mismatch in link to common ancestor (2 gens)","Matriline",,,,,,
111,"NQ21","الحارث/ابو قلابة بن صعصعة بن كعب بن طابخة بن لحيان بن هذيل","Hudhayl","Lihyan",,,,,,"دبة بنت الحارث بن تميم","Possibly Hudhayl?",,,,,,,,1,,"Generations slightly mismatched (2 or 3 gens)","Matriline",,,,,,
112,"NQ21","الحارث بن تميم ( بن سعد بن هذيل ابن مدركة)","Hudhayl",,,,,"NQ13 and NQ429 provide the longer genealogy for Harith b. Tamim",,"لبنى بنت الحارث بن النمر بن جرءة بن اسيد بن عمرو بن تميم بن مر بن اد بن طابخة بن الياس بن مضر بن نزار","Mudar","Ilyas",,,,,-2,,1,,,,,,,,,
113,"NQ21","محمد النبى","Quraysh","Qusayy","Hashim",,,,5,"خديجة بنت خويلد بن اسد بن عبد العزى بن قصى","Quraysh","Qusayy","Asad",,,,4,2,4,,,,,,,,,
114,"NQ21","محمد النبى","Quraysh","Qusayy","Hashim",,,,5,"مارية بنت شمعون بن ابراهيم القبطية","Egyptian",,,,,,,1,,,,,,,,,,
115,"NQ21","حسان بن ثابت (بن المنذر بن حرام EI2)","Khazraj",,,,,"EI2 - he was a famous poet",,"سيرين بنت شمعون بن ابراهيم القبطية","Egyptian",,,,,,,1,,,"See EI2 article Hassan b. Thabit. This poet's work appears a number of times in the NQ, though his body of work is in generally plagued with forgery",,,,,,,
117,"NQ22","زائدة بن جندب/الاصم بن هدم بن رواحة بن حجر بن عبد بن معيص بن عامر بن لؤي","Quraysh","Amir b. Lu'ayy",,,,,4,"هالة بنت عبد مناف بن الحارث بن منقذ بن عمرو بن معيص بن عامر بن لؤي","Quraysh","Amir b. Lu'ayy",,,,,3,,1,,"Matriline",,,,,,,
120,"NQ22","ابو هالة نباش بن زرارة من بنو اسيد بن عمرو بن تميم","Tamim","Amr","Usayyid",,,,,"خديجة بنت خويلد بن اسد بن عبد العزى بن قصى","Quraysh","Qusayy","Asad",,,,4,1,1,,"This marriage does not appear in Khadija's section","Section of Tamim reported to be a halif of the 'Abd al-Dar b. Qusayy","Exogamous marriage",,,,,
124,"NQ22","عتبة بن ابو لهب","Quraysh","Qusayy","Hashim",,,,5,"رقية بنت محمد","Quraysh","Qusayy","Hashim",,,,6,,,,"Kanat and",,,,,,,
125,"NQ22","عتيبة بن ابو لهب","Quraysh","Qusayy","Hashim",,,,5,"ام كلثوم بنت محمد  ","Quraysh","Qusayy","Hashim",,,,6,,,,"Contracted but not consummated",,,,,,,
126,"NQ22","عثمان بن عفان","Quraysh","Qusayy","Abd Shams","Umayyad","Uthman",,6,"رقية بنت محمد","Quraysh","Qusayy","Hashim",,,,6,1,,,,,,,,,,
127,"NQ23","عثمان بن عفان","Quraysh","Qusayy","Abd Shams","Umayyad","Uthman",,6,"ام كلثوم بنت محمد  ","Quraysh","Qusayy","Hashim",,,,6,,,,"Zawwajahu Muhammad Umm Kulthum",,,,,,,
129,"NQ25","عمر بن الخطاب","Quraysh","Adi b. Ka'b",,,,,6,"ام کلثوم بنت على بن ابو طالب","Quraysh","Qusayy","Hashim","Ali",,,6,1,1,,,,,,,,,
130,"NQ25","محمد بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,,6,"ام کلثوم بنت على بن ابو طالب","Quraysh","Qusayy","Hashim","Ali",,,6,,,,"Tazawwajha",,,,,,,
131,"NQ25","عون بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,,6,"ام کلثوم بنت على بن ابو طالب","Quraysh","Qusayy","Hashim","Ali",,,6,,,,"Tazawwajha",,,,,,,
132,"NQ25","عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,,6,"ام کلثوم بنت على بن ابو طالب","Quraysh","Qusayy","Hashim","Ali",,,6,,,,"Tazawwajha","She married three brothers who all died!",,,,,,
133,"NQ25","عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,,6,"زينب بنت على بن ابو طالب","Quraysh","Qusayy","Hashim","Ali",,,6,1,1,,,,,,,,,
137,"NQ27","الاسود بن سفيان بن عبد الاسد بن هلال بن عبد الله بن عمرو بن مخزوم","Quraysh","Makhzum",,,,,6,"ام حبيب بنت عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,5,2,,,,,,,,,,
139,"NQ27","العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,4,"Unnamed woman","Hudhayl",,,,,,,,,,"Do a search on this child produced by this union; al-Harith.",,,,,,,
140,"NQ27","العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,4,"Concubine",,,,,,,,2,,,,,,,,,,
141,"NQ28","العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,4,"Concubine",,,,,,,,,1,,,,,,,,,
142,"NQ28","العباس بن عتبة بن ابو لهب بن عبد المطلب","Quraysh","Qusayy","Hashim",,,,6,"آمنة بنت العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,5,1,,,"Cousin marriage","Produced al-Fadl the poet who is mentioned in Bal 4.305","Is this evidence of censorship; e.g. the removal of an embarassing marriage in Abbasid history? Why is this marriage mentioned in her section but not the son's?",,,,,
143,"NQ28","العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,4,"Concubine",,,,,,,,,1,,,,,,,,,
144,"NQ28","عبد الله بن ابو مسروح من بنو سعد بن بكر","Qays Aylan","Hawazin","Sa'd b. Bakr",,,,,"صفية بنت العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,5,1,,,"Husband tribe the one that suckled infant Muhammad","Exogamous marriage",,,,,,
145,"NQ28","فضل بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,,5,"ام سلمة بنت محمية بن جزء الزبيدى","Yemen","Madhhij","Zubaidi",,,,,,1,,"EI2 Mudhhij/Sam'ani 3.135-6",,,,,,,
146,"NQ28","محمية بن جزء الزبيدى","Yemen","Mudhhij","Zubaidi",,,,,"جويرية بنت الحويرث بن العنبس بن اهبان بن حذافة بن جمح","Quraysh","Jumah",,,,,5,,1,,"EI2 Mudhhij/Sam'ani 3.135-6","Eight generation genealogical alignment with child","Nestled genealogy","Matriline",,,,
147,"NQ28","الحسن بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Ali","Hasan",,6,"ام كلثوم بنت الفضل بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,6,3,1,,"This relates to the aba udhrha issue",,,,,,,
148,"NQ28","ابو موسى الاسعرى (عبد الله بن قيس)","Yemen","Ash'ar",,,,,,"ام كلثوم بنت فضل بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,6,1,,,"This marriage is mentioned above also on page 26",,,,,,,
149,"NQ28","عمران بن طلحة","Quraysh","Taym b. Murra",,,,,6,"ام كلثوم بنت فضل بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,6,,,,"Childless",,,,,,,
150,"NQ28","عبد الله بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,5,"زرعة بنت مشرح بن معدى كرب بن وليعة بن شرحبيل بن معاوية بن حجر القود بن الحارث الولادة بن عمرو بن معاوية بن الحارث بن معاوية بن ثور بن مرتع بن معاوية بن ثور و هو كندى","Kinda",,,,,,,6,1,,"Check out her origins - some info in NQ. See EI2 'Kinda' - her father was part of a delegation of Kinda chiefs submitting to Muhammad. NQ mentions him as one of the four kings",,,,,,,
151,"NQ29","عبد الله بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,5,"Concubine",,,,,,,,,1,,,,,,,,,
152,"NQ29","على بن عبد الله بن جعفر","Quraysh","Qusayy","Hashim",,,,6,"لبابة بنت عبد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,,6,,,,"WAliat lahu",,,,,,,
154,"NQ29","محمد بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,6,"لبابة بنت عبد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,,6,,,,"No children",,,,,,,
155,"NQ29","عبد الله بن عبيد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,6,"اسماء بنت عبد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,,6,2,,,"Cousin marriage",,,,,,,
156,"NQ29","على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,6,"العالية بنت عبيد الله بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,6,1,,,,,,,,,,
157,"NQ29","عبيد الله بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,5,"عاثية بنت عبد الله/عبد الحجر بن عبد المدان بن الديان من بنو الحارث بن كعب","Yemen","Madhhij","Harith b. Ka'b",,,,,,1,,"Matriline",,,,,,,
158,"NQ29","على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,6,"Concubine",,,,,,,,2,,,,,,,,,,
159,"NQ29","على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,6,"Concubine",,,,,,,,2,,,,,,,,,,
160,"NQ29","على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,6,"Concubine",,,,,,,,5,,,,,,,,,,
161,"NQ29","على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,6,"ام ابيها بنت عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,,7,1,,,,,,,,,,
162,"NQ29","على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,6,"Unnamed woman","Qays Aylan","Amir b. Sa'sa'a","Ka'b","Harish",,"EI2 Amir b. Sa'sa'a",,1,,,"Amir b. Sa'sa'a affiliation from EI2 'Amir b. Sa'sa'a'",,,,,,,
163,"NQ29","على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,6,"Concubines",,,,,,,,9,,,,,,,,,,
164,"NQ29","على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,6,"Concubines",,,,,,,,,10,,"Interesting that ",,,,,,,
166,"NQ30","عبد الله بن الحسين بن عبد الله بن عبيد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,7,"ام عيسى الصغرى بنت على بن عبد الله","Quraysh","Qusayy","Hashim","Abbasid",,,8,,,,"No children",,,,,,,
167,"NQ30","يحيى بن جعفر بن تمام بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,7,"اميمة بنت على بن عبد الله","Quraysh","Qusayy","Hashim","Abbasid",,,7,,,,"No children",,,,,,,
168,"NQ30","عبيد الله بن قثم بن عباس بن عبيد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,,8,"لبابة بنت على بن عبد الله بن العباس ","Quraysh","Qusayy","Hashim","Abbasid",,,7,1,1,,,,,,,,,
169,"NQ30","جعفر بن ابو جعفر المنصوربن محمد بن على بن عبد الله","Quraysh","Qusayy","Hashim","Abbasid",,,8,"بريحة بنت عبيد الله بن قثم بن عباس بن عبيد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,,9,,,,"No children",,,,,,,
170,"NQ30","محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,7,"ريطة بنت عبيد الله بن عبد الله/عبد الحجر بن عبد المدان بن الديان بن قطن بن زياد بن الحارث بن مالك بن ربيعة بن كعب بن الحارث بن كعب بن عمرو بن علة بن جلد","Yemen","Madhhij","Harith b. Ka'b",,,,,1,,,"Woman previously married to Abd Allah b. Abd al-Malik b. Marwan","Produces a caliph","In the 'Jawhara fi nasab' (2.27) they last three links are given as 'Ka'b bn Abd Allah bn Nasr bn Azd bn al-Ghawth al harithiyya al-Azdiyya","In the Nihayat al-irb a certain al-Rabi' b. Ziyad was an Amir of Khurasan during Mu'awiya's reign.",,,,
171,"NQ30","عبد الله بن عبد الملك بن مروان","Quraysh","Qusayy","Abd Shams","Umayyad","Marwanid",,8,"ريطة بنت عبيد الله بن عبد الله/عبد الحجر بن عبد المدان بن الديان بن قطن بن زياد بن الحارث بن مالك بن ربيعة بن كعب بن الحارث بن كعب بن عمرو بن علة بن جلد","Yemen","Madhhij","Harith b. Ka'b",,,,,,,,,,,,,,,
172,"NQ30","محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,7,"ام الحكم بنت عبد الله/ببة بن الحارث بن نوفل بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,,8,1,1,,,,,,,,,
173,"NQ31","محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,7,"Concubine",,,,,,,,1,,,"One of these produces the caliph Ja'far",,,,,,,
174,"NQ31","محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,7,"Concubine",,,,,,,,1,,,,,,,,,,
175,"NQ31","محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,7,"Concubine",,,,,,,,1,,,,,,,,,,
176,"NQ31","محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,7,"Concubine",,,,,,,,1,,,,,,,,,,
177,"NQ31","محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,,7,"Concubine",,,,,,,,1,,,,,,,,,,
178,"NQ31","سليمان","Look up",,,,,,,"لبابة بنت جعفر","Unknown",,,,,,9,,,,"No children","Unclear who this is referring to",,,,,,
179,"NQ31","العباس/العنق بن عبد الله بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,6,"مريم بنت عباد بن مسعود بن خالد بن مالك بن ربعى بن سلمى بن جندل بن نشهل بن دارم","Tamim ",,,,,"NMY620",,,,,,,,,,,,
180,"NQ31","العباس/العنق بن عبد الله بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,6,"حبيبة بنت الزبير بن العوام","Quraysh","Qusayy","Asad","zubayr",,,6,1,,,"She does appear in a much later section though (NQ425.10) as the mother of Abbas b. Abd Allah b. Abbas b. Alqama - has this been confused?",,,,,,,
181,"NQ31","العباس/العنق بن عبد الله بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,6,"جعدة بنت الاشعث بن قيس الكندى","Kinda",,,,,,,1,1,,"Her father, brother and nephew deeply involved in early Islamic politics. Family made a number of marriages to prominent Muslims. Considered with great hostility by the Alis, though they did intermarry (EI2 'al-Ash'ath', 'Muhammad b. al-Ash'ath' and 'Ibn al-Ash'ath')",,,,,,,
182,"NQ31","الاشعث بن قيس الكندى","Kinda",,,,,,,"Unnamed woman","Kinda",,,,,,,,1,,"Unusual detail; basically a partial matriline from Ja'da","First such insertion of al-Ash'ath - see above",,,,,,
183,"NQ31","عبيد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,,5,"القرعة بنت قطن بن الحارث بن حزن بن بخير بن الهزم بن رويبة بن عبد الله بن هلال بن عامر بن صعصعة","Qays Aylan","Amir b. Sa'sa'a",,,,,,2,1,,,,,,,,,
184,"NQ31","عبيد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,,5,"عائشة بنت عبد الله بن عبد المدان بن الديان","Yemen","Madhhij","Harith b. Ka'b",,,,,1,1,,,,,,,,,
185,"NQ31","عبيد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,,5,"ام حكيم بنت قارظ بن خالد من بنو الحارث بن عبد مناة بن كنانة","Kinana","Abd Mana'a","Harith  ",,,,,2,,,"Her patriline does not appear in the other nasabs or the Harith b. Abd Mana'a section of Ibn al-Kalbi's Jamharat",,,,,,,
186,"NQ31","عبيد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,,5,"Concubines",,,,,,,,1,2,,,,,,,,,
187,"NQ31","عبيد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,,5,"عمرة بنت عريف بن كلال بن حمير","Look up - possibly Himyar",,,,,,,,2,,"Very obscure tribe; not other references found though one EI article claims Humayr was part of Taym b. Murra, and another says it is a misreading of Himyar. Is this the case here too?",,,,,,,
188,"NQ32","ابو سعيد بن عبد الرحمن بن الحارث بن هشام (بن المغيرة)","Quraysh","Makhzum",,,,,7,"ميمونة بنت عبيد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,,6,2,,,,,,,,,,
190,"NQ32","ابو السنابل بن عبد الله بن عامر (بن كريز بن ربيعة بن حبيب بن عبد شمس NQ149)","Quraysh","Qusayy",,,,,8,"ميمونة بنت عبيد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,,6,,,,"No children","Abu Sannabil also known as 'Abd al-Rahman al-Asghar (NQ149)","Abu Sunabil also married a daughter of Ali - no children named though",,,,,
