Numbering,Source,HusbandName,HusbandTribe ,HusbandSubtribe1,HusbandSubtribe2,HusbandSubtribe3,HusbandSubtribe4,Source for non-Qurashi tribal affiliation,HusbandGeneration ,WifeName,WifeTribe,WifeSubtribe1,WifeSubtribe2,WifeSubtribe3,WifeSubtribe4,Source for non-Qurashi genealogy,WifeGeneration,Sons,Daughters,H Lat,H Lng,W Lat,W Lng
2323,NQ437,_____ __ _____ __ ___ __ ___ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,2,____ ___ ___ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,1,7,,,,,
2339,NQ439,_____ __ ______ __ ______ __ ____ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,2,___ ___ ______ __ ____ __ ____,Quraysh,Amir b. Lu'ayy,,,,,2,2,,,,,
1157,NQ198,____ __ ___ ____,Quraysh,Qusayy,,,,,2,_____ ___ ____ __ ___ __ ____ __ ___ (__ ____ __ ___ N366),Quraysh,Amir b. Lu'ayy,,,,,2,3,2,,,,
2204,NQ412,___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,2,__ ___ _____ ___ ______ __ ____ __ _____ __ ____ __ ___ (__ ____ __ ___ NQ432),Quraysh,Amir b. Lu'ayy,,,,,3,3,1,,,,
2239,NQ422,___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,2,__ ____ ___ ______ __ ____ __ _____ __ ____ __ ___ ( __ ____ __ ___(,Quraysh,Amir b. Lu'ayy,,,,,3,2,,,,,
2050,NQ387,___ __ _____ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Jumah,,,,,2,____ ___ ___ __ ____ __ ______ __ ____ __ ____ __ ____ __ ____ (__ ___),Quraysh,Amir b. Lu'ayy,,,,,4,3,,,,,
940,NQ153,______ __ ____ __ ___ ____ __ _____ __ ____ __ ____ __ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,2,___ ___ ______/____ __ ___ __ ____ __ ____ __ ___ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,4,1,,,,,
2328,NQ437,____ __ ___ __ ____ __ ____ __ ___ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,3,_____ ___ ____ __ ____ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,1,2,,,,,
2051,NQ387,___ __ ___ __ _____ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Jumah,,,,,3,____ ___ ___ __ ___ __ ____ __ ____ __ ___ __ ______ __ ___,Quraysh,Amir b. Lu'ayy,,,,,1,3,,,,,
2265,NQ426,___ _____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,3,____ ___ ___ ____ __ ___ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,2,2,1,,,,
2206,NQ417,____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,3,____ ___ ____ __ ___ ___ __ ___ __ ____ __ ___ (__ ____ __ ___),Quraysh,Amir b. Lu'ayy,,,,,3,1,,,,,
581,NQ91,___ __ ____,Quraysh,Qusayy,Hashim,,,,3,_____ ___ ___ __ _____ __ ____ __ ___ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,3,,1,,,,
2288,NQ431,_____ __ ______ __ ____ __ _____ __ ____ __ ___ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,3,____ ___ _____ __ _____ __ ______ __ ____ (__ ____ __ ____ __ ____ __ ___),Quraysh,Amir b. Lu'ayy,,,,,4,2,,,,,
939,NQ152,_____ __ ___ ___,Quraysh,Qusayy,,,,,3,___ ___ ______/____ __ ___ __ ____ __ ____ __ ___ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,4,2,,,,,
2266,NQ426,___ _____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,3,____ ___ _____ __ _____ __ _____ __ ______ __ ____ __ ____ __ ____ (__ ____ __ ___),Quraysh,Amir b. Lu'ayy,,,,,5,2,,,,,
1201,NQ204,___ ____ __ ____ __ ___ ____,Quraysh,Qusayy,,,,,3,_____ ___ ______ __ _____ __ ___ __ ______ __ ____ __ ____ __ ____ (__ ____ __ ___),Quraysh,Amir b. Lu'ayy,,,,,5,1,,,,,
2340,NQ439,_____ __ _____ __ ______ __ ______ __ ____ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,3,_____ ___ _____ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,5,2,,,,,
1285,NQ230,_____ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,3,_____ ___ _____ __ ____/_____ (__ ___) __ _____ __ ___ __ ___ __ ____( __ ____ __ ___),Quraysh,Amir b. Lu'ayy,,,,,5,,2,,,,
2311,NQ435,____ __ _____ __ ____ __ ____ __ ____ __ ___ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,4,_____ ___ _____ __ ____ __ ____ __ ____,Quraysh,Amir b. Lu'ayy,,,,,2,1,,,,,
2226,NQ421,____ __ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,4,___ ___ ___ ___ __ ___ __ __ ___ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,3,1,,,,,
2205,NQ412,____ __ _____ (__ ___ __ ____ __ ____ __ ___ __ ____ __ ____ __ ___),Quraysh,Amir b. Lu'ayy,,,,,4,____ ___ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,3,,,,,,
117,NQ22,_____ __ ____/_____ __ ___ __ _____ __ ___ __ ___ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,4,____ ___ ___ ____ __ ______ __ ____ __ ____ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,3,,1,,,,
652,NQ105,____ __ _____ __ ___ ___,Quraysh,Qusayy,,,,,4,__ ____ ___ _____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,4,,1,,,,
2280,NQ430,_____ __ ___ _____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,4,_____ ___ ___ __ _____ __ ___ ______ __ ____ __ ____ __ ____,Quraysh,Amir b. Lu'ayy,,,,,4,1,,,,,
2312,NQ435,___ __ ___ __ _____ __ ____ __ ____ __ ___ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,4,___ ____ __ ____ __ ____ __ ____ __ ____ __ ____,Quraysh,Amir b. Lu'ayy,,,,,4,1,,,,,
948,NQ153,____ __ ____ __ ___ ____ __ ___ _____,Quraysh,Qusayy,,,,,4,____ ___ ____ __ ____,Quraysh,Amir b. Lu'ayy,,,,,4,2,,,,,
2223,NQ420,____ __ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,4,_____ ___ ___ _____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,4,,1,,,,
1168,NQ201,____ __ ___ __ ____ __ ___ ____,Quraysh,Qusayy,,,,,4,__ ____ ___ ____ __ ___ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ (__ ____ __ ___),Quraysh,Amir b. Lu'ayy,,,,,5,1,,,,,
2310,NQ434,___ __ ____ __ ___ __ ____ __ ____ __ ___ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,4,___ ___ ____ __ _____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,5,1,,,,,
2235,NQ422,_______ __ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,4,____ ___ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,5,,,,,,
1202,NQ204,____ __ ___ __ ___ ___ __ ___ __ __ ___ __ ____ (__ ___ __ ____ __ ___ NQ366),Quraysh,Amir b. Lu'ayy,,,,,4,_____ ___ ______ __ _____ __ ___ __ ______ __ ____ __ ____ __ ____ (__ ____ __ ___),Quraysh,Amir b. Lu'ayy,,,,,5,1,,,,,
2301,NQ433,____ __ ___ __ ___ ___ __ ____ __ _____ __ ____ __ ___ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,4,_____ ___ ____ __ _____ __ ______ __ ____ __ _____ __ ____ __ ___ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,5,,1,,,,
2228,NQ421,____ __ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,4,____ ___ _____ __ ___ ____ __ ___ ___ __ ___ __,Quraysh,Amir b. Lu'ayy,,,,,5,1,,,,,
2248,NQ423,____ __ ___ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,4,___ ____ __ _____ __ ____ __ ___ ____ __ ______ __ ____ __ ____ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,6,1,,,,,
1728,NQ330,___ ___ __ _______,Quraysh,Makhzum,,,,,4,____ ___ ___ __ _____ __ ___ __ ____ __ ____ __ ___ __ ____ ( __ ____ __ ___),Quraysh,Amir b. Lu'ayy,,,,,6,1,,,,,
2264,NQ426,______ __ ___ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,4,__ ____ ___ ____ __ ___ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,,,1,,,,
1370,NQ254,____ __ _____ __ ___ ___,Quraysh,Qusayy,,,,,4,____ ___ ____ __ ______ __ ____ __ ____ __ ____ __ ___ __ ____ __ ____ (__ ___),Quraysh,Amir b. Lu'ayy,,,,,,2,,,,,
2253,NQ424,____ __ ____ __ ___ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,5,____ ___ ___ ___ __ ___ __,Quraysh,Amir b. Lu'ayy,,,,,3,2,,,,,
1473,NQ276,___ ___ ______ __ ___ _____ __ ____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,5,_____ ___ ___ _____ __ ___ ____ __ ___ __ ____ __ ___ (__ ____ __ ___ N366),Quraysh,Amir b. Lu'ayy,,,,,3,3,1,,,,
1798,NQ345,___ __ ___ ___ __ ____ __ ____ __ _____ __ _____,Quraysh,Makhzum,,,,,5,__ ______ __ ____ __ ___ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ (__ ____ __ ___ NQ366),Quraysh,Amir b. Lu'ayy,,,,,5,4,,,,,
2289,NQ432,____ __ ____ __ _____ __ ______ __ ____ __ _____ __ ____ __ ___ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,5,_____ ___ ___ ____ __ _____ __ ______ __ ____ __ _____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,5,2,,,,,
2332,NQ438,_____ __ ___ __ ____ __ ____ __ _____ __ ____ __ ____ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,5,_____ ___ _____ __ ____ __ ___ ____ __ ______ __ ____ __ ____,Quraysh,Amir b. Lu'ayy,,,,,5,,1,,,,
1760,NQ338,_____ __ ___ _____ __ ____ __ ___ ____ __ ___ __ _____,Quraysh,Makhzum,,,,,5,____ ___ ___ __ ___ ___ __ ___ __ __ ___ (__ ____ __ ___ __ ____ __ ___ NQ366),Quraysh,Amir b. Lu'ayy,,,,,5,5,,,,,
2236,NQ422,____ _____,Quraysh,Qusayy,Hashim,,,,5,____ ___ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,5,,,,,,
2215,NQ420,___ __ ____ __ ___ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,5,___ ___ ____ __ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,5,1,,,,,
2334,NQ438,___ __ ______ __ _____ __ ___ __ ______ __ ____ __ ____ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,5,___ _____ __ ______ __ _____ __ _____ __ ______ __ ____ __ ____,Quraysh,Amir b. Lu'ayy,,,,,6,1,,,,,
2089,NQ395,____ __ ______ __ ____ __ ____ __ ___ __ _____ __ ___,Quraysh,Jumah,,,,,6,__ ____ ___ ______ __ (__ ___ __ ___ ___) ___ __ __ ___ __ ____ __ ___ (__ ____ __ ___ NQ366),Quraysh,Amir b. Lu'ayy,,,,,5,2,,,,,
1101,NQ176,______ __ ____ __ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,6,__ _____ ___ ____ __ ___ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,5,1,,,,,
2208,NQ418,___ ______ __ ______ __ ____ __ _______,Quraysh,Makhzum,,,,,6,_____ ___ ____ __ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,5,2,,,,,
2218,NQ420,______ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,Husaynid,,6,___ ___ ____ __ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,5,,,,,,
2291,NQ432,___ ____ __ ___ ____ __ ____ __ _____ __ ______ __ ____ __ _____ __ ____ __ ___ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,6,____ ___ ____ __ ___ __ ___ ___ (__ ______ __ ____ __ _____ __ ____ __ ___ __ ____ __ ___),Quraysh,Amir b. Lu'ayy,,,,,6,1,,,,,
840,NQ132,____ __ ___ _____,Quraysh,Qusayy,Umayyad,Sufyanid,,,6,___ ___ __ ____ __ ___ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,6,1,,,,,
916,NQ149,___ ____ __ ____ __ ____ __ _____ __ ____ __ ___ ___,Quraysh,Qusayy,,,,,7,___ ___ ____ __ ____ (__ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____),Quraysh,Amir b. Lu'ayy,,,,,4,2,,,,,
2216,NQ420,___ ______ __ ____ __ ____ (__ ___ _____ __ ____ __ ___ ___),Quraysh,Qusayy,Umayyad,,,,7,___ ___ ____ __ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,5,,,,,,
2269,NQ427,____ __ _____ __ ___ ____ __ _____ __ ___ _____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,7,__ ___ ____ ___ ___ ____ __ ___ ___ __ ___ _____ __ ___ ___,Quraysh,Amir b. Lu'ayy,,,,,6,1,,,,,
1438,NQ270,___ __ _______ __ ___ ______ __ ___ __ ___ ____ __ ___ __ ___ __ ______,Quraysh,Zuhra,,,,,7,___ ______ ___ ____ __ ___ __ ___ ____ __ ___ __ ____ __ ___ __ ___ ___ _______ ( __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ NQ366),Quraysh,Amir b. Lu'ayy,,,,,9,1,,,,,
1463,NQ274,___ ____ __ ____ __ ____ ____ __ ___ ____ ______ __ ____ __ ___ ____ __ ______ __ ____,Quraysh,Zuhra,,,,,7,Unnamed,Quraysh,Amir b. Lu'ayy,Malik b. Hisl,,,,,1,,,,,
2270,NQ428,______ __ ____ __ _____ __ ___ ____ __ _____ __ ___ _____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,8,___ ______ ___ ____ __ _____ __ ___ ____ __ _____,Quraysh,Amir b. Lu'ayy,,,,,8,1,,,,,
2246,NQ423,___ ______ __ _______ __ ______ __ ___ ___ __ ____ __ ___ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,8,_____ ___ ___ ______ __ ______ __ ___ ___ __ ____ __ ___ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,8,1,,,,,
1882,NQ359,___ ______ __ ___ ____ __ ___ ____ __ ___ __ ______ __ ____ __ ___ _____ __ ____ __ ___ ____ __ ___ __ ____ __ ___ __ ___ __ ___ __ ____ __ ___,Quraysh,Adi b. Ka'b,,,,,9,__ ____ ___ ____ __ ____ __ _____ __ ___ ____ __ _____ __ ___ _____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ___,Quraysh,Amir b. Lu'ayy,,,,,9,,1,,,,
465,NQ75,____ __ ______ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,9,_____ ___ ____ __ _______ __ _______ __ ___ __ ______ __ ____ __ ____ (__ _____ __ ______ __ ____ __ _____ __ ____ __ ___ __ ____ __ ___ NQ432),Quraysh,Amir b. Lu'ayy,,,,,11,1,1,,,,
2282,NQ430,______ __ ____ __ ____ __ ___ __ ___,Thaqif,,,,,,,_____ ___ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,0,1,,,,,
2263,NQ426,___  __ ____ __ ______,Khazraj,Najjar,,,,,,__ ____ ___ ______ __ ___ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ (__ ____ __ ___ NQ366),Quraysh,Amir b. Lu'ayy,,,,,5,,,,,,
2221,NQ420,______ __ ____ __ ______ __ ___,Qays Aylan,Sulaym b. Mansur,,,,,,____ ___ ____ __ ____ __ ___ ___,Quraysh,Amir b. Lu'ayy,,,,,5,1,,,,,
2333,NQ438,___ _____ ______,Azd,,,,,,,____ ___ _____ __ ___ __ ____ __ ____ __ _____ __ ____ __ ____ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,6,1,,,,,
2370,NQ446,____ __ ____ __ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,-2,___ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,-3,4,,,,,
2369,NQ445,____ __ ____ __ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,-2,____ ___ ___ __ ______,Quraysh,Harith b. Fihr,,,,,-3,1,,,,,
2359,NQ444,____ __ ____ __ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,-2,___ ____ __ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,-2,3,,,,,
2365,NQ445,____ __ ____ __ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,-2,___ ____ __ ______ __ ____(____) __ ___,Quraysh,Harith b. Fihr,,,,,0,3,,,,,
2198,NQ412,____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,-1,____ ___ ____ __ ____ __ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,-1,1,1,,,,
1466,NQ275,___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,0,___ ____(____) __ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,-2,1,,,,,
2371,NQ446,___ __ _____ __ ____ __ ____ __ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,0,_____/___ ___ ____ __ ____ __ ____,Quraysh,Harith b. Fihr,,,,,0,2,,,,,
2356,NQ444,____ __ _____ __ ____ __ ____ __ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,0,_____ ___ ___ _____ __ ___ _____ __ _____ __ _____ __ _____ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,1,Children,,,,,
2366,NQ445,___ ____ __ ______ __ ____ __ ____ __ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,0,_____ ___ ___ __ ____ __ ___ _____ __ _____ __ _____,Quraysh,Harith b. Fihr,,,,,2,1,,,,,
2105,NQ398,___ __ ___,Quraysh,Jumah,,,,,1,____ ___ ____ __ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,-2,2,,,,,
66,NQ17,___ __ ____,Quraysh,Qusayy,,,,,1,____ ___ _____ __ _____ __ _____ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,-1,,1,,,,
1815,NQ347,___ ____ __ ___ __ ____ __ ___ __ ___ __ ___ __ ____ __ ___,Quraysh,Adi b. Ka'b,,,,,1,____ ___ ______ __ ____ __ ____ __ ____ __ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,1,4,,,,,
1349,NQ250,_____ __ ___ _____ __ ___,Quraysh,Qusayy,,,,,2,_____ ___ ____ __ ______ __ ____ __ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,0,1,,,,,
1461,NQ274,___ ____ __ ______ __ ____,Quraysh,Zuhra,,,,,2,_____ ___ ____ __ _____ __ ____ __ ____ __ ____ __ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,2,1,,,,,
628,NQ100,____ ______ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,3,___ ___ ___ _____ __ ___ _____ __ _____ __ _____ __ _____ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,1,6,1,,,,
1379,NQ255,____ __ ___ ____ __ ___ _____ __ ____,Quraysh,Qusayy,,,,,3,___ _____ __ ___ _____ __ ____ __ _____ __ _____ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,1,2,,,,,
2077,NQ393,____ __ ___ __ _____ __ ___,Quraysh,Jumah,,,,,3,_____ ___ ___ _____ __ ___ _____ __ _____ __ _____ __ _____ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,1,1,,,,,
1821,NQ347,___ _____ __ ____ __ ___ ____ __ ___ __ ____ __ ___ __ ___ __ ___ __ ____ __ ___,Quraysh,Adi b. Ka'b,,,,,3,____ ___ ______ __ ____ __ ____ __ ____ __ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,,1,1,,,,
1929,NQ366,____ __ ____ __ ___ ____ __ ___ __ ____ __ ___ __ ___,Quraysh,Adi b. Ka'b,,,,,3,_____ ___ ____ __ ___ _____ __ ____ __ _____ __ _____ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,,1,1,,,,
549,NQ85,______ __ ___ ______,Quraysh,Qusayy,Hashim,,,,4,____ ___ ___ __ ____ __ ___ _____ __ _____ __ _____ __ _____ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,2,6,1,,,,
221,NQ38,______ __ ____ __ ___ ______,Quraysh,Qusayy,Hashim,Abbasid,,,5,_____ ___ _____ __ ___ __ ___ ___ __ ____ __ ____ __ ___ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,2,3,,,,,
1561,NQ295,____ __ _______ __ ______ __ ____ __ ___ __ ____ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,6,____ ___ ______ __ _____ __ _____ __ _____ __ ______ __ ___,Quraysh,Harith b. Fihr,,,,,0,2,,,,,
74,NQ17,___ __ ___ __ ___ __ ____,Quraysh,Taym b. Murra,,,,,1,_____ ___ _____ __ ___ __ ____ __ ____ __ ___,Quraysh,Jumah,,,,,2,,1,,,,
2107,NQ398,___ __ ___,Quraysh,Jumah,,,,,1,___ ___ __ _____ __ ___,Quraysh,Jumah,,,,,3,,1,,,,
2113,NQ399,_____ __ ___ __ ___,Quraysh,Jumah,,,,,2,___ _____ __ ___,Quraysh,Jumah,,,,,2,1,,,,,
2320,NQ437,___ __ _____ __ ___ __ ___ __ ____ __ ____ __ ___,Quraysh,Amir b. Lu'ayy,,,,,2,___ ___ _____ __ ___,Quraysh,Jumah,,,,,2,1,1,,,,
2155,NQ405,_____ __ ___ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Sahm,,,,,2,___ ____ __ _____ __ ___,Quraysh,Jumah,,,,,3,1,,,,,
2095,NQ396,_____ __ ___ __ _____ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Jumah,,,,,3,___ ____ __ ___ __ ___,Quraysh,Jumah,,,,,3,2,,,,,
2076,NQ393,____ __ ___ __ _____ __ ___,Quraysh,Jumah,,,,,3,___ ___ ____ __ ___ __ ___,Quraysh,Jumah,,,,,3,1,,,,,
1552,NQ291,_____ __ ____ __ ___ __ ___ __ ___ __ ___,Quraysh,Taym b. Murra,,,,,3,____ ___ ____ __ ___ __ ___,Quraysh,Jumah,,,,,3,2,,,,,
2100,NQ397,____ __ ____ __ _____ __ ___,Quraysh,Jumah,,,,,3,____ ___ ____ __ ___ __ ___,Quraysh,Jumah,,,,,3,2,,,,,
1232,NQ209,_______ __ ___ __ ___ _____ __ ____,Quraysh,Qusayy,Asad,,,,3,_____ ___ ____ __ ____ __ _____ __ ___,Quraysh,Jumah,,,,,4,1,,,,,
1954,NQ368,___ ___ __ ___ __ ____ __ ___ ____ __ ___,Quraysh,Adi b. Ka'b,,,,,4,_____ ___ ___ __ _____ __ ___,Quraysh,Jumah,,,,,3,2,,,,,
1938,NQ367,___ __ ____ __ ____ __ ___ ____ __ ___ __ ____ __ ___ __ ___,Quraysh,Adi b. Ka'b,,,,,4,__ _______ ___ ____ __ _____ __ ___,Quraysh,Jumah,,,,,3,1,,,,,
2078,NQ394,_____ __ ____ __ ___ __ _____ __ ___,Quraysh,Jumah,,,,,4,_____ ___ ______ __ _____ __ _____ __ ___,Quraysh,Jumah,,,,,4,3,1,,,,
2056,NQ388,____ __ ___ __ ___ __ _____ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Jumah,,,,,4,____ ___ ____ __ ____ __ ___ __ _____ __ ___,Quraysh,Jumah,,,,,5,1,,,,,
2135,NQ402,_______ __ ___ __ ___ __ ___ __ ___ __ ____ __ ____ __ ___ __ ___ __ ____,Quraysh,Sahm,,,,,4,_____ ___ ___ ____ __ ____ __ ____ __ _____ __ ___,Quraysh,Jumah,,,,,5,1,,,,,
2080,NQ394,_____ __ ____ __ ___ __ _____ __ ___,Quraysh,Jumah,,,,,4,____ ___ _______ __ ______ __ _____ __ _____ __ ___,Quraysh,Jumah,,,,,5,1,,,,,
2115,NQ399,____ __ ______ __ _____ __ ___ __ ___,Quraysh,Jumah,,,,,4,_____ ___ ____ __ ____ __ ___ __ _____ __ ___,Quraysh,Jumah,,,,,5,1,,,,,
2088,NQ395,_____ (__ ___ ____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ NQ366),Quraysh,Amir b. Lu'ayy,,,,,4,______ ___ ______ __ ____ __ ____  __ ___ __ _____ __ ___,Quraysh,Jumah,,,,,6,1,,,,,
